account_id,customer_name,device_id,ip_address,shipping_address,payment_method_fingerprint,account_age_days,refund_probability,account_type,household_id,is_fraud_ring,ring_id,scenario_type,created_date
ACC0417,Omaja Bath,DEV8657,17.145.222.112,Ahmednagar,PMF3126,407,0.057,normal,,0,,normal,2025-07-24
ACC0418,Manan Madan,DEV2077,39.168.179.6,New Delhi,PMF6067,118,0.044,normal,,0,,normal,2026-05-09
ACC0419,Samesh Hans,DEV9612,129.149.101.241,Karaikudi,PMF7730,520,0.066,normal,,0,,normal,2025-04-02
ACC0420,Indrajit Butala,DEV2208,221.124.67.6,Bhind,PMF3053,618,0.078,normal,,0,,normal,2024-12-25
ACC0421,Hritik Dyal,DEV2215,220.227.162.105,Kolkata,PMF8372,687,0.048,normal,,0,,normal,2024-10-17
ACC0422,Edhitha Chaudry,DEV6644,108.162.31.118,Satara,PMF3102,559,0.073,normal,,0,,normal,2025-02-22
ACC0423,Yatan Karan,DEV3981,129.53.9.6,Thane,PMF3114,594,0.046,normal,,0,,normal,2025-01-18
ACC0424,Xavier Chaudry,DEV3034,202.16.243.99,Ratlam,PMF9488,86,0.029,normal,,0,,normal,2026-06-10
ACC0425,Alka Mand,DEV3653,192.136.230.110,Nangloi Jat,PMF6286,198,0.076,normal,,0,,normal,2026-02-18
ACC0426,Rudra Amble,DEV6669,111.247.220.230,Barasat,PMF9501,260,0.074,normal,,0,,normal,2025-12-18
ACC0427,Arin Saini,DEV5105,218.26.83.146,Faridabad,PMF4216,110,0.058,normal,,0,,normal,2026-05-17
ACC0428,Dhriti Pandya,DEV5496,30.108.16.149,Nizamabad,PMF3050,594,0.058,normal,,0,,normal,2025-01-18
ACC0429,Lakshit Madan,DEV9740,146.100.205.251,Mirzapur,PMF2530,659,0.05,normal,,0,,normal,2024-11-14
ACC0430,Ekapad Mital,DEV3526,197.91.20.241,Aurangabad,PMF3804,202,0.06,normal,,0,,normal,2026-02-14
ACC0431,Owen Chana,DEV6531,93.13.100.179,Bharatpur,PMF1674,649,0.07,normal,,0,,normal,2024-11-24
ACC0432,Arunima Prabhu,DEV2330,168.129.196.200,Raebareli,PMF1744,59,0.077,normal,,0,,normal,2026-07-07
ACC0433,Divya Prabhakar,DEV5336,207.32.169.250,Panipat,PMF4453,620,0.066,normal,,0,,normal,2024-12-23
ACC0434,Chandran Balakrishnan,DEV1496,39.220.21.128,Haldia,PMF9159,456,0.073,normal,,0,,normal,2025-06-05
ACC0435,Wakeeta Nayar,DEV5745,176.74.242.178,Rourkela,PMF5949,588,0.049,normal,,0,,normal,2025-01-24
ACC0436,Gauri Nadig,DEV5873,146.98.128.196,Malda,PMF8430,445,0.024,normal,,0,,normal,2025-06-16
ACC0437,Chaitanya Dhar,DEV3589,165.133.78.209,Aligarh,PMF8202,91,0.045,normal,,0,,normal,2026-06-05
ACC0438,Noah Loke,DEV4342,191.63.79.147,Alwar,PMF6573,505,0.056,normal,,0,,normal,2025-04-17
ACC0439,Anita Barad,DEV6231,41.130.103.247,Rewa,PMF6658,350,0.079,normal,,0,,normal,2025-09-19
ACC0440,Madhavi Nanda,DEV7070,199.131.138.144,Malda,PMF9437,163,0.054,normal,,0,,normal,2026-03-25
ACC0441,Laksh Kumer,DEV4960,220.19.199.134,Raiganj,PMF8642,356,0.027,normal,,0,,normal,2025-09-13
ACC0442,Mitali Rajagopalan,DEV5061,195.109.125.62,Dharmavaram,PMF3308,490,0.026,normal,,0,,normal,2025-05-02
ACC0443,Nilima Morar,DEV7293,61.69.239.219,Kavali,PMF7850,327,0.035,normal,,0,,normal,2025-10-12
ACC0444,Xavier Naidu,DEV6364,149.210.70.138,Serampore,PMF6123,193,0.031,normal,,0,,normal,2026-02-23
ACC0445,Kamya Sekhon,DEV9163,76.195.99.34,Bangalore,PMF9433,193,0.048,normal,,0,,normal,2026-02-23
ACC0446,Charan Joshi,DEV9148,135.238.100.111,Rohtak,PMF1379,345,0.025,normal,,0,,normal,2025-09-24
ACC0447,Udyati Bedi,DEV9281,212.157.43.88,Gorakhpur,PMF8491,432,0.078,normal,,0,,normal,2025-06-29
ACC0448,Umang Korpal,DEV6781,51.192.243.4,Bhiwani,PMF1797,250,0.023,normal,,0,,normal,2025-12-28
ACC0449,Manan Arya,DEV8710,212.232.162.39,Guwahati,PMF5681,536,0.052,normal,,0,,normal,2025-03-17
ACC0450,Umang Kalita,DEV8060,53.91.190.56,Hazaribagh,PMF3194,140,0.073,normal,,0,,normal,2026-04-17
ACC0451,Qabil Basu,DEV7606,40.5.8.153,Serampore,PMF6995,404,0.023,normal,,0,,normal,2025-07-27
ACC0452,Caleb Bhattacharyya,DEV4189,100.132.165.235,Sirsa,PMF6939,82,0.053,normal,,0,,normal,2026-06-14
ACC0453,Chandresh Wali,DEV7329,197.104.112.223,South Dumdum,PMF9261,105,0.047,normal,,0,,normal,2026-05-22
ACC0454,Kabir Solanki,DEV5582,190.222.224.83,Medininagar,PMF2946,593,0.028,normal,,0,,normal,2025-01-19
ACC0455,Oscar Anand,DEV7453,155.165.212.138,Kumbakonam,PMF7114,129,0.068,normal,,0,,normal,2026-04-28
ACC0456,Tanmayi Khurana,DEV6990,188.91.241.184,Panvel,PMF3363,377,0.032,normal,,0,,normal,2025-08-23
ACC0457,Charan Thakkar,DEV7576,217.167.214.150,Varanasi,PMF9193,551,0.022,normal,,0,,normal,2025-03-02
ACC0458,Ekta Warrior,DEV3245,143.226.174.40,Tadipatri,PMF6456,69,0.068,normal,,0,,normal,2026-06-27
ACC0459,Bahadurjit Datta,DEV8487,140.129.177.16,Muzaffarnagar,PMF3440,561,0.056,normal,,0,,normal,2025-02-20
ACC0460,Vyanjana Cherian,DEV3290,53.111.94.97,Bardhaman,PMF6373,557,0.076,normal,,0,,normal,2025-02-24
ACC0461,Christopher Edwin,DEV3662,110.247.105.12,Bihar Sharif,PMF7438,356,0.079,normal,,0,,normal,2025-09-13
ACC0462,Zayan Manne,DEV6511,148.44.7.77,Ranchi,PMF9311,336,0.07,normal,,0,,normal,2025-10-03
ACC0463,Shivani Dalal,DEV9025,218.183.38.180,Bikaner,PMF5911,575,0.048,normal,,0,,normal,2025-02-06
ACC0464,Manya Dua,DEV7035,61.32.20.251,Khora ,PMF6427,47,0.06,normal,,0,,normal,2026-07-19
ACC0465,Balhaar Dasgupta,DEV6040,145.86.241.64,Kollam,PMF1436,456,0.056,normal,,0,,normal,2025-06-05
ACC0466,Girindra Brar,DEV4728,86.135.64.135,Jamnagar,PMF1841,301,0.055,normal,,0,,normal,2025-11-07
ACC0467,Bhavini Nagy,DEV9589,135.64.12.155,Ozhukarai,PMF7229,204,0.029,normal,,0,,normal,2026-02-12
ACC0468,Nathan Chatterjee,DEV4968,165.177.180.50,Bhilai,PMF1517,727,0.054,normal,,0,,normal,2024-09-07
ACC0469,Samaksh Mand,DEV4125,71.232.199.140,Bhilwara,PMF1310,142,0.046,normal,,0,,normal,2026-04-15
ACC0470,Ishaan Sangha,DEV3481,130.255.44.139,Raipur,PMF7765,458,0.061,normal,,0,,normal,2025-06-03
ACC0471,Radha Nagar,DEV9221,194.108.32.183,Gorakhpur,PMF8726,450,0.072,normal,,0,,normal,2025-06-11
ACC0472,Ekaraj Sur,DEV3262,106.39.25.162,Kolhapur,PMF9498,93,0.032,normal,,0,,normal,2026-06-03
ACC0473,Gayathri Ghosh,DEV8837,22.165.158.196,Udupi,PMF9609,362,0.043,normal,,0,,normal,2025-09-07
ACC0474,Harita Hayre,DEV8531,97.81.8.123,Tiruppur,PMF9734,207,0.041,normal,,0,,normal,2026-02-09
ACC0475,Sara Om,DEV5331,173.183.184.40,Panchkula,PMF8932,392,0.032,normal,,0,,normal,2025-08-08
ACC0476,Bhavini Chander,DEV5571,153.192.7.226,Mau,PMF5890,282,0.033,normal,,0,,normal,2025-11-26
ACC0477,Neelima Varkey,DEV5735,185.99.108.15,Agra,PMF4396,334,0.061,normal,,0,,normal,2025-10-05
ACC0478,Falan Pillay,DEV6194,218.254.196.204,Saharanpur,PMF8861,530,0.041,normal,,0,,normal,2025-03-23
ACC0479,Aishani Bumb,DEV5715,45.248.193.190,Maheshtala,PMF2996,310,0.054,normal,,0,,normal,2025-10-29
ACC0480,Vamakshi Natt,DEV7220,206.168.193.28,Jamshedpur,PMF7464,586,0.069,normal,,0,,normal,2025-01-26
ACC0481,Nisha Kala,DEV5758,196.155.69.125,Berhampore,PMF1689,179,0.037,normal,,0,,normal,2026-03-09
ACC0482,Yamini Barman,DEV6674,104.149.103.33,Berhampore,PMF8247,110,0.059,normal,,0,,normal,2026-05-17
ACC0483,Aarini Prabhakar,DEV4505,219.119.223.48,Surat,PMF4310,520,0.07,normal,,0,,normal,2025-04-02
ACC0484,Mugdha Chaudhry,DEV5450,209.151.147.33,Begusarai,PMF3249,307,0.027,normal,,0,,normal,2025-11-01
ACC0485,Rachit Bumb,DEV4920,200.238.235.252,Pudukkottai,PMF4972,630,0.023,normal,,0,,normal,2024-12-13
ACC0486,Hemang Chowdhury,DEV4697,154.142.109.152,Dhanbad,PMF4814,573,0.023,normal,,0,,normal,2025-02-08
ACC0487,Varenya Randhawa,DEV6411,36.12.165.70,Warangal,PMF8739,453,0.026,normal,,0,,normal,2025-06-08
ACC0488,Chanchal Bava,DEV1084,3.132.56.216,Ambarnath,PMF3587,170,0.044,normal,,0,,normal,2026-03-18
ACC0489,Upadhriti Suri,DEV8822,220.94.177.221,Unnao,PMF4267,517,0.065,normal,,0,,normal,2025-04-05
ACC0490,Christopher Sarraf,DEV6262,221.209.69.164,Ghaziabad,PMF5676,324,0.059,normal,,0,,normal,2025-10-15
ACC0491,Yuvraj Khalsa,DEV4804,186.25.82.216,Indore,PMF9767,121,0.064,normal,,0,,normal,2026-05-06
ACC0492,Raghav Borah,DEV3868,218.3.254.213,Ambattur,PMF7846,68,0.073,normal,,0,,normal,2026-06-28
ACC0493,Pahal Chandran,DEV1595,191.172.135.189,New Delhi,PMF7504,210,0.067,normal,,0,,normal,2026-02-06
ACC0494,Rushil Thakur,DEV5742,32.39.209.101,Nanded,PMF1613,220,0.021,normal,,0,,normal,2026-01-27
ACC0495,Ekavir Bahl,DEV2758,103.195.41.242,Tadipatri,PMF6489,611,0.037,normal,,0,,normal,2025-01-01
ACC0496,Gaurav Swaminathan,DEV9901,75.174.164.17,Lucknow,PMF9590,686,0.05,normal,,0,,normal,2024-10-18
ACC0497,Libni Sangha,DEV9261,203.255.149.217,Ahmednagar,PMF8668,167,0.036,normal,,0,,normal,2026-03-21
ACC0498,Avi Suri,DEV6417,173.121.81.60,Guwahati,PMF3662,145,0.064,normal,,0,,normal,2026-04-12
ACC0499,Chaitaly Soman,DEV5215,22.49.138.100,Aurangabad,PMF4050,693,0.021,normal,,0,,normal,2024-10-11
ACC0500,Widisha Pai,DEV5833,213.33.107.163,Korba,PMF4164,375,0.031,normal,,0,,normal,2025-08-25
ACC0501,Banjeet Kumar,DEV7643,60.54.198.100,Kochi,PMF8007,684,0.051,normal,,0,,normal,2024-10-20
ACC0502,Ayaan Shetty,DEV7567,209.45.90.104,Haridwar,PMF2562,118,0.031,normal,,0,,normal,2026-05-09
ACC0503,Eta Kale,DEV8822,222.185.240.110,Bardhaman,PMF6301,173,0.076,normal,,0,,normal,2026-03-15
ACC0504,Bhavika Dyal,DEV5272,96.132.79.0,Srikakulam,PMF7284,36,0.034,normal,,0,,normal,2026-07-30
ACC0505,Zilmil Memon,DEV6400,214.48.5.160,Gangtok,PMF5947,303,0.055,normal,,0,,normal,2025-11-05
ACC0506,Eta Agate,DEV1187,62.6.164.7,Kadapa,PMF5285,616,0.059,normal,,0,,normal,2024-12-27
ACC0507,Kabir Patil,DEV2017,118.181.221.67,Karawal Nagar,PMF2936,271,0.048,normal,,0,,normal,2025-12-07
ACC0508,Sudiksha Chandran,DEV7642,211.218.159.164,Thiruvananthapuram,PMF9233,193,0.075,normal,,0,,normal,2026-02-23
ACC0509,Vasudha Mohanty,DEV2923,220.120.108.197,Meerut,PMF5833,348,0.042,normal,,0,,normal,2025-09-21
ACC0510,Ekiya Trivedi,DEV4590,185.151.250.201,Kolhapur,PMF3188,256,0.049,normal,,0,,normal,2025-12-22
ACC0511,Naksh Bir,DEV7121,209.79.159.168,Haridwar,PMF7813,495,0.062,normal,,0,,normal,2025-04-27
ACC0512,Prisha Mann,DEV9806,125.6.196.60,Uluberia,PMF4578,512,0.066,normal,,0,,normal,2025-04-10
ACC0513,Ekantika Dube,DEV2341,209.69.245.113,Jamshedpur,PMF9609,726,0.047,normal,,0,,normal,2024-09-08
ACC0514,Neelima Goyal,DEV2279,95.152.68.210,Allahabad,PMF2838,400,0.024,normal,,0,,normal,2025-07-31
ACC0515,Umang Tak,DEV9281,187.18.41.79,Kollam,PMF4312,590,0.054,normal,,0,,normal,2025-01-22
ACC0516,Gunbir Bhakta,DEV3695,161.107.56.81,Katni,PMF6375,183,0.071,normal,,0,,normal,2026-03-05
ACC0517,Kai Ranganathan,DEV2904,118.196.62.72,Bhubaneswar,PMF4365,482,0.063,normal,,0,,normal,2025-05-10
ACC0518,Niharika Gola,DEV2489,69.30.232.97,Gudivada,PMF9361,530,0.047,normal,,0,,normal,2025-03-23
ACC0519,Jhalak Nagar,DEV8429,121.113.66.231,Gorakhpur,PMF3161,86,0.051,normal,,0,,normal,2026-06-10
ACC0520,Jai Batra,DEV1945,215.104.28.236,Saharanpur,PMF8575,497,0.06,normal,,0,,normal,2025-04-25
ACC0521,Warhi Gole,DEV1356,99.75.201.92,Allahabad,PMF7487,345,0.035,normal,,0,,normal,2025-09-24
ACC0522,Amrita Boase,DEV4570,213.206.126.241,Munger,PMF2196,33,0.023,normal,,0,,normal,2026-08-02
ACC0523,Suhani Chanda,DEV2044,179.12.169.184,Pali,PMF9866,382,0.08,normal,,0,,normal,2025-08-18
ACC0524,Mekhala Thaker,DEV8734,134.103.35.145,Maheshtala,PMF1519,100,0.037,normal,,0,,normal,2026-05-27
ACC0525,Alexander Borde,DEV3218,97.89.22.33,Proddatur,PMF7887,214,0.042,normal,,0,,normal,2026-02-02
ACC0526,Ansh Mahal,DEV8348,150.180.89.195,Mehsana,PMF7184,421,0.043,normal,,0,,normal,2025-07-10
ACC0527,Bhavani Seth,DEV9835,193.254.163.51,Mysore,PMF3178,729,0.059,normal,,0,,normal,2024-09-05
ACC0528,Zehaan Sandal,DEV2943,23.255.56.121,Tirupati,PMF3924,386,0.08,normal,,0,,normal,2025-08-14
ACC0529,Chatresh Chad,DEV9664,212.235.132.72,Kulti,PMF3086,432,0.064,normal,,0,,normal,2025-06-29
ACC0530,Ronith Madan,DEV1056,30.145.214.53,Parbhani,PMF1372,258,0.079,normal,,0,,normal,2025-12-20
ACC0531,Banjeet Jayaraman,DEV9920,95.126.16.120,Dehradun,PMF7948,504,0.052,normal,,0,,normal,2025-04-18
ACC0532,George Soni,DEV5055,221.8.245.45,Nagaon,PMF8546,265,0.041,normal,,0,,normal,2025-12-13
ACC0533,Yashvi Krishna,DEV4088,204.161.121.24,Chandrapur,PMF2848,312,0.022,normal,,0,,normal,2025-10-27
ACC0534,Jagat Hari,DEV7868,53.6.156.37,Giridih,PMF1256,706,0.034,normal,,0,,normal,2024-09-28
ACC0535,Qarin Memon,DEV2653,223.89.90.8,Hajipur,PMF1550,98,0.047,normal,,0,,normal,2026-05-29
ACC0536,Yamini Muni,DEV1797,25.98.189.180,Amroha,PMF5009,718,0.064,normal,,0,,normal,2024-09-16
ACC0537,Rajeshri Mani,DEV8191,135.176.140.249,Bhind,PMF4839,441,0.052,normal,,0,,normal,2025-06-20
ACC0538,Reva Setty,DEV3295,21.1.224.108,Shimoga,PMF9255,87,0.08,normal,,0,,normal,2026-06-09
ACC0539,Darpan Sarraf,DEV6224,70.8.145.175,Rourkela,PMF6253,269,0.034,normal,,0,,normal,2025-12-09
ACC0540,Jason Hari,DEV9540,73.255.74.59,Visakhapatnam,PMF4621,176,0.045,normal,,0,,normal,2026-03-12
ACC0541,Harshil Trivedi,DEV1998,73.165.148.233,Pune,PMF3869,311,0.058,normal,,0,,normal,2025-10-28
ACC0542,Turvi Varty,DEV9120,149.84.197.67,New Delhi,PMF1768,467,0.078,normal,,0,,normal,2025-05-25
ACC0543,Matthew Dani,DEV7244,82.230.5.122,Karaikudi,PMF9592,688,0.039,normal,,0,,normal,2024-10-16
ACC0544,Ekiya Nair,DEV7688,161.34.145.196,Sirsa,PMF3444,456,0.038,normal,,0,,normal,2025-06-05
ACC0545,Harshil Kale,DEV9813,137.19.180.90,Gurgaon,PMF8758,218,0.034,normal,,0,,normal,2026-01-29
ACC0546,Rayaan Raju,DEV5927,167.98.48.254,Rampur,PMF3365,260,0.068,normal,,0,,normal,2025-12-18
ACC0547,Saksham Narang,DEV7761,160.196.100.118,Ratlam,PMF7824,89,0.053,normal,,0,,normal,2026-06-07
ACC0548,Charles Cherian,DEV7363,133.27.171.22,Satara,PMF4978,167,0.035,normal,,0,,normal,2026-03-21
ACC0549,Hemangini Kakar,DEV2295,195.146.189.211,Kozhikode,PMF8369,368,0.071,normal,,0,,normal,2025-09-01
ACC0550,Lakshmi Narayanan,DEV9775,14.166.115.115,Karnal,PMF4120,124,0.023,normal,,0,,normal,2026-05-03
ACC0551,Hemang Pandey,DEV1647,192.144.131.255,Bhilai,PMF2192,416,0.031,normal,,0,,normal,2025-07-15
ACC0552,Eta Jani,DEV4555,42.31.208.62,Bahraich,PMF8854,631,0.033,normal,,0,,normal,2024-12-12
ACC0553,Abeer Nagarajan,DEV5967,192.255.194.37,Bilaspur,PMF1251,370,0.033,normal,,0,,normal,2025-08-30
ACC0554,Pallavi Bobal,DEV2922,128.113.170.99,Nizamabad,PMF8846,224,0.075,normal,,0,,normal,2026-01-23
ACC0555,Ria Joshi,DEV4350,93.142.189.60,Singrauli,PMF7498,648,0.075,normal,,0,,normal,2024-11-25
ACC0556,Odika Iyengar,DEV6269,45.24.93.47,Saharanpur,PMF5637,595,0.043,normal,,0,,normal,2025-01-17
ACC0557,Upkaar Viswanathan,DEV6886,35.198.111.8,Ahmedabad,PMF6053,576,0.036,normal,,0,,normal,2025-02-05
ACC0558,Saumya Balakrishnan,DEV9147,143.123.40.129,Panihati,PMF8635,555,0.026,normal,,0,,normal,2025-02-26
ACC0559,Nidhi Sanghvi,DEV6246,46.79.35.85,Bangalore,PMF4328,510,0.042,normal,,0,,normal,2025-04-12
ACC0560,Mohini Banerjee,DEV1749,143.163.157.196,Tiruchirappalli,PMF4625,453,0.064,normal,,0,,normal,2025-06-08
ACC0561,Upadhriti Brahmbhatt,DEV5272,38.20.232.65,Pimpri-Chinchwad,PMF7841,46,0.038,normal,,0,,normal,2026-07-20
ACC0562,Ronith Gade,DEV6404,150.176.173.43,Varanasi,PMF4768,230,0.043,normal,,0,,normal,2026-01-17
ACC0563,Rachita Vora,DEV9180,201.161.96.42,Muzaffarpur,PMF6530,281,0.035,normal,,0,,normal,2025-11-27
ACC0564,Anirudh Thaker,DEV9037,36.175.71.162,Ramgarh,PMF8550,530,0.03,normal,,0,,normal,2025-03-23
ACC0565,Anya Devan,DEV3773,167.56.233.109,Indore,PMF3293,390,0.063,normal,,0,,normal,2025-08-10
ACC0566,Jalsa Batta,DEV4015,192.157.89.201,Suryapet,PMF9882,530,0.079,normal,,0,,normal,2025-03-23
ACC0567,Ishani Natt,DEV9584,73.179.30.125,Jabalpur,PMF1554,90,0.07,normal,,0,,normal,2026-06-06
ACC0568,Pranav Kothari,DEV1794,218.39.116.85,Guwahati,PMF1104,106,0.045,normal,,0,,normal,2026-05-21
ACC0569,Theodore Kulkarni,DEV4791,3.54.32.146,Bhiwandi,PMF2113,675,0.062,normal,,0,,normal,2024-10-29
ACC0570,Nitara Solanki,DEV4583,148.67.183.241,Nagercoil,PMF9285,39,0.047,normal,,0,,normal,2026-07-27
ACC0571,Bhavna Arora,DEV8916,196.67.139.150,Pondicherry,PMF8993,91,0.021,normal,,0,,normal,2026-06-05
ACC0572,Aahana Sridhar,DEV7739,218.12.141.180,Mahbubnagar,PMF1194,574,0.021,normal,,0,,normal,2025-02-07
ACC0573,Qabil Hegde,DEV9777,90.179.242.162,Karnal,PMF5697,311,0.021,normal,,0,,normal,2025-10-28
ACC0574,Ria Dutt,DEV8054,192.141.66.247,Sikar,PMF3937,720,0.026,normal,,0,,normal,2024-09-14
ACC0575,Aayush Mukherjee,DEV9591,121.164.96.60,Bijapur,PMF3439,128,0.034,normal,,0,,normal,2026-04-29
ACC0576,Harish Patil,DEV9625,110.33.170.54,Kollam,PMF5135,664,0.069,normal,,0,,normal,2024-11-09
ACC0577,Amruta Pradhan,DEV7502,84.51.2.93,Ichalkaranji,PMF2294,303,0.042,normal,,0,,normal,2025-11-05
ACC0578,Bhanumati Luthra,DEV8520,152.111.172.108,Ghaziabad,PMF4984,445,0.079,normal,,0,,normal,2025-06-16
ACC0579,Devika Ramanathan,DEV5914,204.172.216.110,Jaunpur,PMF2320,261,0.059,normal,,0,,normal,2025-12-17
ACC0580,Zinal Thakkar,DEV1519,152.188.37.114,Lucknow,PMF2531,695,0.044,normal,,0,,normal,2024-10-09
ACC0581,Neel Narayanan,DEV8798,207.206.82.128,Bellary,PMF1919,416,0.058,normal,,0,,normal,2025-07-15
ACC0582,Lila Dhar,DEV2354,141.215.213.139,Dewas,PMF9189,205,0.071,normal,,0,,normal,2026-02-11
ACC0583,Lucky Mohan,DEV6427,221.62.109.209,Chandigarh,PMF2562,690,0.074,normal,,0,,normal,2024-10-14
ACC0584,Yashodhara Shere,DEV4764,133.143.206.249,Karnal,PMF4463,73,0.074,normal,,0,,normal,2026-06-23
ACC0585,Noah Chahal,DEV8790,126.4.233.246,Buxar,PMF5441,610,0.023,normal,,0,,normal,2025-01-02
ACC0586,Hemani Dyal,DEV5593,214.174.233.138,Vellore,PMF9897,106,0.054,normal,,0,,normal,2026-05-21
ACC0587,Zayan Babu,DEV3938,193.120.109.167,Mathura,PMF6152,63,0.021,normal,,0,,normal,2026-07-03
ACC0588,Kritika Wason,DEV3362,192.169.108.47,Agra,PMF7525,242,0.076,normal,,0,,normal,2026-01-05
ACC0589,Amaira Magar,DEV3661,214.104.59.33,Orai,PMF4939,336,0.054,normal,,0,,normal,2025-10-03
ACC0590,Karan Ganesan,DEV9856,59.189.248.143,Khandwa,PMF6435,428,0.043,normal,,0,,normal,2025-07-03
ACC0591,Raksha Bhardwaj,DEV2284,208.224.208.244,Thoothukudi,PMF9204,173,0.065,normal,,0,,normal,2026-03-15
ACC0592,Urvi Goswami,DEV1879,196.14.135.34,Gulbarga,PMF2600,384,0.046,normal,,0,,normal,2025-08-16
ACC0593,Abha Babu,DEV6580,89.240.107.222,Aurangabad,PMF7499,107,0.078,normal,,0,,normal,2026-05-20
ACC0594,Jeremiah Khosla,DEV1485,15.186.214.250,Proddatur,PMF5478,364,0.067,normal,,0,,normal,2025-09-05
ACC0595,Chatura Bansal,DEV9038,105.55.222.204,Ballia,PMF4737,491,0.041,normal,,0,,normal,2025-05-01
ACC0596,Libni Mani,DEV8075,122.78.104.157,Madanapalle,PMF4043,414,0.061,normal,,0,,normal,2025-07-17
ACC0597,Meera Ghose,DEV7227,118.86.67.197,Hindupur,PMF2404,706,0.066,normal,,0,,normal,2024-09-28
ACC0598,Quincy Thakkar,DEV5037,153.228.180.163,Avadi,PMF2204,332,0.025,normal,,0,,normal,2025-10-07
ACC0599,Siya Kala,DEV7225,154.246.244.90,South Dumdum,PMF3527,187,0.064,normal,,0,,normal,2026-03-01
ACC0600,Christopher Pillay,DEV6909,44.164.166.184,Bangalore,PMF2745,354,0.025,normal,,0,,normal,2025-09-15
ACC0601,Harinakshi Gupta,DEV8286,199.83.101.14,Kottayam,PMF6896,345,0.066,normal,,0,,normal,2025-09-24
ACC0602,Lavanya Magar,DEV3170,211.236.76.31,Narasaraopet,PMF2430,134,0.031,normal,,0,,normal,2026-04-23
ACC0603,Ojas Kapur,DEV9395,144.252.176.57,Panihati,PMF7685,489,0.026,normal,,0,,normal,2025-05-03
ACC0604,Vivaan Bassi,DEV6798,5.51.0.142,Secunderabad,PMF2524,121,0.056,normal,,0,,normal,2026-05-06
ACC0605,Upkaar Datta,DEV7311,210.133.169.43,Shahjahanpur,PMF1202,362,0.038,normal,,0,,normal,2025-09-07
ACC0606,Keya Handa,DEV2387,100.19.157.22,Gandhidham,PMF4977,427,0.054,normal,,0,,normal,2025-07-04
ACC0607,Waida Swaminathan,DEV7237,200.166.0.118,Parbhani,PMF3777,203,0.028,normal,,0,,normal,2026-02-13
ACC0608,Bina Dar,DEV5397,212.15.165.11,Tadepalligudem,PMF9079,338,0.029,normal,,0,,normal,2025-10-01
ACC0609,Gunbir Seth,DEV8121,154.21.10.184,Miryalaguda,PMF5521,201,0.045,normal,,0,,normal,2026-02-15
ACC0610,Sudiksha Tak,DEV2260,145.171.189.71,Berhampore,PMF6916,525,0.035,normal,,0,,normal,2025-03-28
ACC0611,Anmol Saraf,DEV9123,154.86.160.209,Amaravati,PMF4203,282,0.047,normal,,0,,normal,2025-11-26
ACC0612,Varsha Zachariah,DEV5991,182.3.251.19,Bhatpara,PMF1110,168,0.077,normal,,0,,normal,2026-03-20
ACC0613,Samar Sidhu,DEV7224,156.64.160.127,Gangtok,PMF6399,370,0.046,normal,,0,,normal,2025-08-30
ACC0614,Pranit Amble,DEV3230,164.209.168.34,Purnia,PMF5922,470,0.039,normal,,0,,normal,2025-05-22
ACC0615,Laksh Mutti,DEV8848,58.86.159.155,Serampore,PMF6147,235,0.031,normal,,0,,normal,2026-01-12
ACC0616,Jai Mitter,DEV6228,194.130.132.171,Bhavnagar,PMF5775,437,0.064,normal,,0,,normal,2025-06-24
ACC0617,Frederick Sanghvi,DEV9044,144.152.77.222,Hapur,PMF4971,678,0.04,normal,,0,,normal,2024-10-26
ACC0618,William Dave,DEV7437,160.174.136.228,Allahabad,PMF6980,317,0.027,normal,,0,,normal,2025-10-22
ACC0619,Upadhriti Kibe,DEV4273,187.86.66.202,Bhopal,PMF9939,607,0.031,normal,,0,,normal,2025-01-05
ACC0620,Lajita Sampath,DEV1440,85.136.179.176,Ludhiana,PMF8563,593,0.077,normal,,0,,normal,2025-01-19
ACC0621,Teerth Chad,DEV8183,173.80.51.33,Secunderabad,PMF5773,244,0.07,normal,,0,,normal,2026-01-03
ACC0622,Neha Loke,DEV7703,120.206.193.32,Serampore,PMF9180,100,0.028,normal,,0,,normal,2026-05-27
ACC0623,Ethan Shroff,DEV4965,198.169.22.146,Junagadh,PMF5139,340,0.06,normal,,0,,normal,2025-09-29
ACC0624,Amrita Konda,DEV7176,131.88.35.27,Hubli–Dharwad,PMF2211,463,0.047,normal,,0,,normal,2025-05-29
ACC0625,Sanaya More,DEV8851,198.67.84.130,Silchar,PMF7566,642,0.052,normal,,0,,normal,2024-12-01
ACC0626,Logan Behl,DEV9907,197.85.18.37,Phusro,PMF1602,458,0.067,normal,,0,,normal,2025-06-03
ACC0627,Jeevika Dass,DEV9796,207.27.106.112,Ramagundam,PMF2392,398,0.027,normal,,0,,normal,2025-08-02
ACC0628,Viraj Memon,DEV6816,31.136.191.155,Bijapur,PMF3725,284,0.059,normal,,0,,normal,2025-11-24
ACC0629,Rachita Sachdeva,DEV7547,152.81.59.7,Jorhat,PMF6432,75,0.078,normal,,0,,normal,2026-06-21
ACC0630,Ryan Radhakrishnan,DEV2735,169.35.158.4,Panihati,PMF1172,470,0.026,normal,,0,,normal,2025-05-22
ACC0631,Niharika Sampath,DEV9366,145.194.189.40,Unnao,PMF9499,257,0.053,normal,,0,,normal,2025-12-21
ACC0632,Pratyush Purohit,DEV4621,13.112.1.184,Chennai,PMF8303,619,0.042,normal,,0,,normal,2024-12-24
